Event,Sport,Season,Year,0
Weightlifting Men's Super-Heavyweight,Weightlifting,Summer,1972,13
Weightlifting Men's Super-Heavyweight,Weightlifting,Summer,1976,11
Weightlifting Men's Super-Heavyweight,Weightlifting,Summer,1980,12
Weightlifting Men's Super-Heavyweight,Weightlifting,Summer,1984,9
Weightlifting Men's Super-Heavyweight,Weightlifting,Summer,1988,17
Weightlifting Men's Super-Heavyweight,Weightlifting,Summer,1992,20
Weightlifting Men's Super-Heavyweight,Weightlifting,Summer,1996,18
Weightlifting Men's Super-Heavyweight,Weightlifting,Summer,2000,24
Weightlifting Men's Super-Heavyweight,Weightlifting,Summer,2004,17
Weightlifting Men's Super-Heavyweight,Weightlifting,Summer,2008,14
Weightlifting Men's Super-Heavyweight,Weightlifting,Summer,2012,19
Weightlifting Men's Super-Heavyweight,Weightlifting,Summer,2016,23
"Weightlifting Men's Unlimited, One Hand",Weightlifting,Summer,1896,4
"Weightlifting Men's Unlimited, One Hand",Weightlifting,Summer,1906,12
"Weightlifting Men's Unlimited, Two Hands",Weightlifting,Summer,1896,6
"Weightlifting Men's Unlimited, Two Hands",Weightlifting,Summer,1904,4
"Weightlifting Men's Unlimited, Two Hands",Weightlifting,Summer,1906,10
Weightlifting Women's Featherweight,Weightlifting,Summer,2000,10
Weightlifting Women's Featherweight,Weightlifting,Summer,2004,8
Weightlifting Women's Featherweight,Weightlifting,Summer,2008,9
Weightlifting Women's Featherweight,Weightlifting,Summer,2012,18
Weightlifting Women's Featherweight,Weightlifting,Summer,2016,13
Weightlifting Women's Flyweight,Weightlifting,Summer,2000,12
Weightlifting Women's Flyweight,Weightlifting,Summer,2004,15
Weightlifting Women's Flyweight,Weightlifting,Summer,2008,14
Weightlifting Women's Flyweight,Weightlifting,Summer,2012,14
Weightlifting Women's Flyweight,Weightlifting,Summer,2016,12
Weightlifting Women's Heavyweight,Weightlifting,Summer,2000,11
Weightlifting Women's Heavyweight,Weightlifting,Summer,2004,16
Weightlifting Women's Heavyweight,Weightlifting,Summer,2008,12
Weightlifting Women's Heavyweight,Weightlifting,Summer,2012,13
Weightlifting Women's Heavyweight,Weightlifting,Summer,2016,15
Weightlifting Women's Light-Heavyweight,Weightlifting,Summer,2000,15
Weightlifting Women's Light-Heavyweight,Weightlifting,Summer,2004,11
Weightlifting Women's Light-Heavyweight,Weightlifting,Summer,2008,10
Weightlifting Women's Light-Heavyweight,Weightlifting,Summer,2012,15
Weightlifting Women's Light-Heavyweight,Weightlifting,Summer,2016,17
Weightlifting Women's Lightweight,Weightlifting,Summer,2000,17
Weightlifting Women's Lightweight,Weightlifting,Summer,2004,14
Weightlifting Women's Lightweight,Weightlifting,Summer,2008,12
Weightlifting Women's Lightweight,Weightlifting,Summer,2012,19
Weightlifting Women's Lightweight,Weightlifting,Summer,2016,16
Weightlifting Women's Middleweight,Weightlifting,Summer,2000,9
Weightlifting Women's Middleweight,Weightlifting,Summer,2004,9
Weightlifting Women's Middleweight,Weightlifting,Summer,2008,19
Weightlifting Women's Middleweight,Weightlifting,Summer,2012,10
Weightlifting Women's Middleweight,Weightlifting,Summer,2016,14
Weightlifting Women's Super-Heavyweight,Weightlifting,Summer,2000,11
Weightlifting Women's Super-Heavyweight,Weightlifting,Summer,2004,12
Weightlifting Women's Super-Heavyweight,Weightlifting,Summer,2008,11
Weightlifting Women's Super-Heavyweight,Weightlifting,Summer,2012,14
Weightlifting Women's Super-Heavyweight,Weightlifting,Summer,2016,16
"Wrestling Men's All-Around, Greco-Roman",Wrestling,Summer,1906,3
"Wrestling Men's Bantamweight, Freestyle",Wrestling,Summer,1904,7
"Wrestling Men's Bantamweight, Freestyle",Wrestling,Summer,1908,13
"Wrestling Men's Bantamweight, Freestyle",Wrestling,Summer,1924,12
"Wrestling Men's Bantamweight, Freestyle",Wrestling,Summer,1928,8
"Wrestling Men's Bantamweight, Freestyle",Wrestling,Summer,1932,8
"Wrestling Men's Bantamweight, Freestyle",Wrestling,Summer,1936,14
"Wrestling Men's Bantamweight, Freestyle",Wrestling,Summer,1948,15
"Wrestling Men's Bantamweight, Freestyle",Wrestling,Summer,1952,20
"Wrestling Men's Bantamweight, Freestyle",Wrestling,Summer,1956,14
"Wrestling Men's Bantamweight, Freestyle",Wrestling,Summer,1960,19
"Wrestling Men's Bantamweight, Freestyle",Wrestling,Summer,1964,20
"Wrestling Men's Bantamweight, Freestyle",Wrestling,Summer,1968,21
"Wrestling Men's Bantamweight, Freestyle",Wrestling,Summer,1972,28
"Wrestling Men's Bantamweight, Freestyle",Wrestling,Summer,1976,21
"Wrestling Men's Bantamweight, Freestyle",Wrestling,Summer,1980,16
"Wrestling Men's Bantamweight, Freestyle",Wrestling,Summer,1984,16
"Wrestling Men's Bantamweight, Freestyle",Wrestling,Summer,1988,25
"Wrestling Men's Bantamweight, Freestyle",Wrestling,Summer,1992,18
"Wrestling Men's Bantamweight, Freestyle",Wrestling,Summer,1996,21
"Wrestling Men's Bantamweight, Freestyle",Wrestling,Summer,2000,19
"Wrestling Men's Bantamweight, Greco-Roman",Wrestling,Summer,1924,25
"Wrestling Men's Bantamweight, Greco-Roman",Wrestling,Summer,1928,19
"Wrestling Men's Bantamweight, Greco-Roman",Wrestling,Summer,1932,7
"Wrestling Men's Bantamweight, Greco-Roman",Wrestling,Summer,1936,18
"Wrestling Men's Bantamweight, Greco-Roman",Wrestling,Summer,1948,13
"Wrestling Men's Bantamweight, Greco-Roman",Wrestling,Summer,1952,17
"Wrestling Men's Bantamweight, Greco-Roman",Wrestling,Summer,1956,13
"Wrestling Men's Bantamweight, Greco-Roman",Wrestling,Summer,1960,28
"Wrestling Men's Bantamweight, Greco-Roman",Wrestling,Summer,1964,18
"Wrestling Men's Bantamweight, Greco-Roman",Wrestling,Summer,1968,24
"Wrestling Men's Bantamweight, Greco-Roman",Wrestling,Summer,1972,29
"Wrestling Men's Bantamweight, Greco-Roman",Wrestling,Summer,1976,17
"Wrestling Men's Bantamweight, Greco-Roman",Wrestling,Summer,1980,13
"Wrestling Men's Bantamweight, Greco-Roman",Wrestling,Summer,1984,16
"Wrestling Men's Bantamweight, Greco-Roman",Wrestling,Summer,1988,21
"Wrestling Men's Bantamweight, Greco-Roman",Wrestling,Summer,1992,19
"Wrestling Men's Bantamweight, Greco-Roman",Wrestling,Summer,1996,20
"Wrestling Men's Bantamweight, Greco-Roman",Wrestling,Summer,2000,20
"Wrestling Men's Featherweight, Freestyle",Wrestling,Summer,1904,9
"Wrestling Men's Featherweight, Freestyle",Wrestling,Summer,1908,12
"Wrestling Men's Featherweight, Freestyle",Wrestling,Summer,1920,10
"Wrestling Men's Featherweight, Freestyle",Wrestling,Summer,1924,17
"Wrestling Men's Featherweight, Freestyle",Wrestling,Summer,1928,9
"Wrestling Men's Featherweight, Freestyle",Wrestling,Summer,1932,10
"Wrestling Men's Featherweight, Freestyle",Wrestling,Summer,1936,15
"Wrestling Men's Featherweight, Freestyle",Wrestling,Summer,1948,17
"Wrestling Men's Featherweight, Freestyle",Wrestling,Summer,1952,21
"Wrestling Men's Featherweight, Freestyle",Wrestling,Summer,1956,13
"Wrestling Men's Featherweight, Freestyle",Wrestling,Summer,1960,25
"Wrestling Men's Featherweight, Freestyle",Wrestling,Summer,1964,21
"Wrestling Men's Featherweight, Freestyle",Wrestling,Summer,1968,23
"Wrestling Men's Featherweight, Freestyle",Wrestling,Summer,1972,26
"Wrestling Men's Featherweight, Freestyle",Wrestling,Summer,1976,17
"Wrestling Men's Featherweight, Freestyle",Wrestling,Summer,1980,13
"Wrestling Men's Featherweight, Freestyle",Wrestling,Summer,1984,16
"Wrestling Men's Featherweight, Freestyle",Wrestling,Summer,1988,28
"Wrestling Men's Featherweight, Freestyle",Wrestling,Summer,1992,21
"Wrestling Men's Featherweight, Freestyle",Wrestling,Summer,1996,21
"Wrestling Men's Featherweight, Freestyle",Wrestling,Summer,2000,20
"Wrestling Men's Featherweight, Freestyle",Wrestling,Summer,2004,22
"Wrestling Men's Featherweight, Freestyle",Wrestling,Summer,2008,19
"Wrestling Men's Featherweight, Freestyle",Wrestling,Summer,2012,19
"Wrestling Men's Featherweight, Freestyle",Wrestling,Summer,2016,20
"Wrestling Men's Featherweight, Greco-Roman",Wrestling,Summer,1912,38
"Wrestling Men's Featherweight, Greco-Roman",Wrestling,Summer,1920,21
"Wrestling Men's Featherweight, Greco-Roman",Wrestling,Summer,1924,27
"Wrestling Men's Featherweight, Greco-Roman",Wrestling,Summer,1928,20
"Wrestling Men's Featherweight, Greco-Roman",Wrestling,Summer,1932,8
"Wrestling Men's Featherweight, Greco-Roman",Wrestling,Summer,1936,19
"Wrestling Men's Featherweight, Greco-Roman",Wrestling,Summer,1948,17
"Wrestling Men's Featherweight, Greco-Roman",Wrestling,Summer,1952,17
"Wrestling Men's Featherweight, Greco-Roman",Wrestling,Summer,1956,10
"Wrestling Men's Featherweight, Greco-Roman",Wrestling,Summer,1960,25
"Wrestling Men's Featherweight, Greco-Roman",Wrestling,Summer,1964,27
"Wrestling Men's Featherweight, Greco-Roman",Wrestling,Summer,1968,23
"Wrestling Men's Featherweight, Greco-Roman",Wrestling,Summer,1972,19
"Wrestling Men's Featherweight, Greco-Roman",Wrestling,Summer,1976,17
"Wrestling Men's Featherweight, Greco-Roman",Wrestling,Summer,1980,11
"Wrestling Men's Featherweight, Greco-Roman",Wrestling,Summer,1984,20
"Wrestling Men's Featherweight, Greco-Roman",Wrestling,Summer,1988,17
"Wrestling Men's Featherweight, Greco-Roman",Wrestling,Summer,1992,21
"Wrestling Men's Featherweight, Greco-Roman",Wrestling,Summer,1996,19
"Wrestling Men's Featherweight, Greco-Roman",Wrestling,Summer,2000,20
"Wrestling Men's Featherweight, Greco-Roman",Wrestling,Summer,2004,22
"Wrestling Men's Featherweight, Greco-Roman",Wrestling,Summer,2008,19
"Wrestling Men's Featherweight, Greco-Roman",Wrestling,Summer,2012,19
"Wrestling Men's Featherweight, Greco-Roman",Wrestling,Summer,2016,19
"Wrestling Men's Flyweight, Freestyle",Wrestling,Summer,1904,3
"Wrestling Men's Flyweight, Freestyle",Wrestling,Summer,1948,11
"Wrestling Men's Flyweight, Freestyle",Wrestling,Summer,1952,16
"Wrestling Men's Flyweight, Freestyle",Wrestling,Summer,1956,11
"Wrestling Men's Flyweight, Freestyle",Wrestling,Summer,1960,17
"Wrestling Men's Flyweight, Freestyle",Wrestling,Summer,1964,22
"Wrestling Men's Flyweight, Freestyle",Wrestling,Summer,1968,23
"Wrestling Men's Flyweight, Freestyle",Wrestling,Summer,1972,24
"Wrestling Men's Flyweight, Freestyle",Wrestling,Summer,1976,19
"Wrestling Men's Flyweight, Freestyle",Wrestling,Summer,1980,16
"Wrestling Men's Flyweight, Freestyle",Wrestling,Summer,1984,17
"Wrestling Men's Flyweight, Freestyle",Wrestling,Summer,1988,30
"Wrestling Men's Flyweight, Freestyle",Wrestling,Summer,1992,18
"Wrestling Men's Flyweight, Freestyle",Wrestling,Summer,1996,19
"Wrestling Men's Flyweight, Greco-Roman",Wrestling,Summer,1948,13
"Wrestling Men's Flyweight, Greco-Roman",Wrestling,Summer,1952,17
"Wrestling Men's Flyweight, Greco-Roman",Wrestling,Summer,1956,11
"Wrestling Men's Flyweight, Greco-Roman",Wrestling,Summer,1960,18
"Wrestling Men's Flyweight, Greco-Roman",Wrestling,Summer,1964,18
"Wrestling Men's Flyweight, Greco-Roman",Wrestling,Summer,1968,24
"Wrestling Men's Flyweight, Greco-Roman",Wrestling,Summer,1972,21
"Wrestling Men's Flyweight, Greco-Roman",Wrestling,Summer,1976,17
"Wrestling Men's Flyweight, Greco-Roman",Wrestling,Summer,1980,10
"Wrestling Men's Flyweight, Greco-Roman",Wrestling,Summer,1984,12
"Wrestling Men's Flyweight, Greco-Roman",Wrestling,Summer,1988,21
"Wrestling Men's Flyweight, Greco-Roman",Wrestling,Summer,1992,17
"Wrestling Men's Flyweight, Greco-Roman",Wrestling,Summer,1996,20
"Wrestling Men's Heavyweight, Freestyle",Wrestling,Summer,1904,5
"Wrestling Men's Heavyweight, Freestyle",Wrestling,Summer,1908,11
"Wrestling Men's Heavyweight, Freestyle",Wrestling,Summer,1920,8
"Wrestling Men's Heavyweight, Freestyle",Wrestling,Summer,1924,11
"Wrestling Men's Heavyweight, Freestyle",Wrestling,Summer,1928,7
"Wrestling Men's Heavyweight, Freestyle",Wrestling,Summer,1932,3
"Wrestling Men's Heavyweight, Freestyle",Wrestling,Summer,1936,11
"Wrestling Men's Heavyweight, Freestyle",Wrestling,Summer,1948,9
"Wrestling Men's Heavyweight, Freestyle",Wrestling,Summer,1952,13
"Wrestling Men's Heavyweight, Freestyle",Wrestling,Summer,1956,11
"Wrestling Men's Heavyweight, Freestyle",Wrestling,Summer,1960,17
"Wrestling Men's Heavyweight, Freestyle",Wrestling,Summer,1964,13
"Wrestling Men's Heavyweight, Freestyle",Wrestling,Summer,1968,14
"Wrestling Men's Heavyweight, Freestyle",Wrestling,Summer,1972,16
"Wrestling Men's Heavyweight, Freestyle",Wrestling,Summer,1976,15
"Wrestling Men's Heavyweight, Freestyle",Wrestling,Summer,1980,15
"Wrestling Men's Heavyweight, Freestyle",Wrestling,Summer,1984,11
"Wrestling Men's Heavyweight, Freestyle",Wrestling,Summer,1988,22
"Wrestling Men's Heavyweight, Freestyle",Wrestling,Summer,1992,18
"Wrestling Men's Heavyweight, Freestyle",Wrestling,Summer,1996,19
"Wrestling Men's Heavyweight, Freestyle",Wrestling,Summer,2000,19
"Wrestling Men's Heavyweight, Freestyle",Wrestling,Summer,2004,21
"Wrestling Men's Heavyweight, Freestyle",Wrestling,Summer,2008,18
"Wrestling Men's Heavyweight, Freestyle",Wrestling,Summer,2012,17
"Wrestling Men's Heavyweight, Freestyle",Wrestling,Summer,2016,19
"Wrestling Men's Heavyweight, Greco-Roman",Wrestling,Summer,1906,10
"Wrestling Men's Heavyweight, Greco-Roman",Wrestling,Summer,1908,7
"Wrestling Men's Heavyweight, Greco-Roman",Wrestling,Summer,1912,17
"Wrestling Men's Heavyweight, Greco-Roman",Wrestling,Summer,1920,19
"Wrestling Men's Heavyweight, Greco-Roman",Wrestling,Summer,1924,17
"Wrestling Men's Heavyweight, Greco-Roman",Wrestling,Summer,1928,15
"Wrestling Men's Heavyweight, Greco-Roman",Wrestling,Summer,1932,5
"Wrestling Men's Heavyweight, Greco-Roman",Wrestling,Summer,1936,12
"Wrestling Men's Heavyweight, Greco-Roman",Wrestling,Summer,1948,9
"Wrestling Men's Heavyweight, Greco-Roman",Wrestling,Summer,1952,10
"Wrestling Men's Heavyweight, Greco-Roman",Wrestling,Summer,1956,10
"Wrestling Men's Heavyweight, Greco-Roman",Wrestling,Summer,1960,12
"Wrestling Men's Heavyweight, Greco-Roman",Wrestling,Summer,1964,11
"Wrestling Men's Heavyweight, Greco-Roman",Wrestling,Summer,1968,15
"Wrestling Men's Heavyweight, Greco-Roman",Wrestling,Summer,1972,14
"Wrestling Men's Heavyweight, Greco-Roman",Wrestling,Summer,1976,13
"Wrestling Men's Heavyweight, Greco-Roman",Wrestling,Summer,1980,9
"Wrestling Men's Heavyweight, Greco-Roman",Wrestling,Summer,1984,8
"Wrestling Men's Heavyweight, Greco-Roman",Wrestling,Summer,1988,18
"Wrestling Men's Heavyweight, Greco-Roman",Wrestling,Summer,1992,16
"Wrestling Men's Heavyweight, Greco-Roman",Wrestling,Summer,1996,20
"Wrestling Men's Heavyweight, Greco-Roman",Wrestling,Summer,2000,20
"Wrestling Men's Heavyweight, Greco-Roman",Wrestling,Summer,2004,22
"Wrestling Men's Heavyweight, Greco-Roman",Wrestling,Summer,2008,20
"Wrestling Men's Heavyweight, Greco-Roman",Wrestling,Summer,2012,19
"Wrestling Men's Heavyweight, Greco-Roman",Wrestling,Summer,2016,19
"Wrestling Men's Light-Flyweight, Freestyle",Wrestling,Summer,1904,4
"Wrestling Men's Light-Flyweight, Freestyle",Wrestling,Summer,1972,14
"Wrestling Men's Light-Flyweight, Freestyle",Wrestling,Summer,1976,18
"Wrestling Men's Light-Flyweight, Freestyle",Wrestling,Summer,1980,14
"Wrestling Men's Light-Flyweight, Freestyle",Wrestling,Summer,1984,7
"Wrestling Men's Light-Flyweight, Freestyle",Wrestling,Summer,1988,19
"Wrestling Men's Light-Flyweight, Freestyle",Wrestling,Summer,1992,19
"Wrestling Men's Light-Flyweight, Freestyle",Wrestling,Summer,1996,19
"Wrestling Men's Light-Flyweight, Greco-Roman",Wrestling,Summer,1972,20
"Wrestling Men's Light-Flyweight, Greco-Roman",Wrestling,Summer,1976,15
"Wrestling Men's Light-Flyweight, Greco-Roman",Wrestling,Summer,1980,10
"Wrestling Men's Light-Flyweight, Greco-Roman",Wrestling,Summer,1984,12
"Wrestling Men's Light-Flyweight, Greco-Roman",Wrestling,Summer,1988,15
"Wrestling Men's Light-Flyweight, Greco-Roman",Wrestling,Summer,1992,19
"Wrestling Men's Light-Flyweight, Greco-Roman",Wrestling,Summer,1996,19
"Wrestling Men's Light-Heavyweight, Freestyle",Wrestling,Summer,1920,13
"Wrestling Men's Light-Heavyweight, Freestyle",Wrestling,Summer,1924,15
"Wrestling Men's Light-Heavyweight, Freestyle",Wrestling,Summer,1928,7
"Wrestling Men's Light-Heavyweight, Freestyle",Wrestling,Summer,1932,4
"Wrestling Men's Light-Heavyweight, Freestyle",Wrestling,Summer,1936,12
"Wrestling Men's Light-Heavyweight, Freestyle",Wrestling,Summer,1948,15
"Wrestling Men's Light-Heavyweight, Freestyle",Wrestling,Summer,1952,13
"Wrestling Men's Light-Heavyweight, Freestyle",Wrestling,Summer,1956,12
"Wrestling Men's Light-Heavyweight, Freestyle",Wrestling,Summer,1960,19
"Wrestling Men's Light-Heavyweight, Freestyle",Wrestling,Summer,1964,16
"Wrestling Men's Light-Heavyweight, Freestyle",Wrestling,Summer,1968,16
"Wrestling Men's Light-Heavyweight, Freestyle",Wrestling,Summer,1972,23
"Wrestling Men's Light-Heavyweight, Freestyle",Wrestling,Summer,1976,21
"Wrestling Men's Light-Heavyweight, Freestyle",Wrestling,Summer,1980,15
"Wrestling Men's Light-Heavyweight, Freestyle",Wrestling,Summer,1984,16
"Wrestling Men's Light-Heavyweight, Freestyle",Wrestling,Summer,1988,28
"Wrestling Men's Light-Heavyweight, Freestyle",Wrestling,Summer,1992,17
"Wrestling Men's Light-Heavyweight, Freestyle",Wrestling,Summer,1996,21
"Wrestling Men's Light-Heavyweight, Freestyle",Wrestling,Summer,2000,20
"Wrestling Men's Light-Heavyweight, Freestyle",Wrestling,Summer,2004,22
"Wrestling Men's Light-Heavyweight, Freestyle",Wrestling,Summer,2008,20
"Wrestling Men's Light-Heavyweight, Freestyle",Wrestling,Summer,2012,19
"Wrestling Men's Light-Heavyweight, Freestyle",Wrestling,Summer,2016,19
"Wrestling Men's Light-Heavyweight, Greco-Roman",Wrestling,Summer,1908,21
"Wrestling Men's Light-Heavyweight, Greco-Roman",Wrestling,Summer,1920,18
"Wrestling Men's Light-Heavyweight, Greco-Roman",Wrestling,Summer,1924,22
"Wrestling Men's Light-Heavyweight, Greco-Roman",Wrestling,Summer,1928,17
"Wrestling Men's Light-Heavyweight, Greco-Roman",Wrestling,Summer,1932,3
"Wrestling Men's Light-Heavyweight, Greco-Roman",Wrestling,Summer,1936,13
"Wrestling Men's Light-Heavyweight, Greco-Roman",Wrestling,Summer,1948,14
"Wrestling Men's Light-Heavyweight, Greco-Roman",Wrestling,Summer,1952,10
"Wrestling Men's Light-Heavyweight, Greco-Roman",Wrestling,Summer,1956,10
"Wrestling Men's Light-Heavyweight, Greco-Roman",Wrestling,Summer,1960,17
"Wrestling Men's Light-Heavyweight, Greco-Roman",Wrestling,Summer,1964,18
"Wrestling Men's Light-Heavyweight, Greco-Roman",Wrestling,Summer,1968,16
"Wrestling Men's Light-Heavyweight, Greco-Roman",Wrestling,Summer,1972,13
"Wrestling Men's Light-Heavyweight, Greco-Roman",Wrestling,Summer,1976,13
"Wrestling Men's Light-Heavyweight, Greco-Roman",Wrestling,Summer,1980,15
"Wrestling Men's Light-Heavyweight, Greco-Roman",Wrestling,Summer,1984,13
